symbol,name
MANAKALUCO.NS,Manaksia Aluminium Company Limited
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited
MANAKSIA.NS,Manaksia Limited
MANAKSTEEL.NS,Manaksia Steels Limited
MANALIPETC.NS,Manali Petrochemicals Limited
MANAPPURAM.NS,Manappuram Finance Limited
MANBA.NS,Manba Finance Limited
MANCREDIT.NS,Mangal Credit And Fincorp Limited
MANGALAM.NS,Mangalam Drugs And Organics Limited
MANGLMCEM.NS,Mangalam Cement Limited
MANINDS.NS,Man Industries (India) Limited
MANINFRA.NS,Man Infraconstruction Limited
MANKIND.NS,Mankind Pharma Limited
MANOMAY.NS,Manomay Tex India Limited
MANORAMA.NS,Manorama Industries Limited
MANORG.NS,Mangalam Organics Limited
MANUGRAPH.NS,Manugraph India Limited
MANYAVAR.NS,Vedant Fashions Limited
MAPMYINDIA.NS,C.E. Info Systems Limited
MARALOVER.NS,Maral Overseas Limited
MARATHON.NS,Marathon Nextgen Realty Limited
MARICO.NS,Marico Limited
MARINE.NS,Marine Electricals (India) Limited
MARKOLINES.NS,Markolines Pavement Technologies Limited
MARKSANS.NS,Marksans Pharma Limited
MARUTI.NS,Maruti Suzuki India Limited
MASFIN.NS,Mas Financial Services Limited
MASKINVEST.NS,Mask Investments Limited
MASTEK.NS,Mastek Limited
MASTERTR.NS,Master Trust Limited
MATRIMONY.NS,Matrimony.Com Limited
MAWANASUG.NS,Mawana Sugars Limited
MAXESTATES.NS,Max Estates Limited
MAXHEALTH.NS,Max Healthcare Institute Limited
MAXIND.NS,Max India Limited
MAYURUNIQ.NS,Mayur Uniquoters Ltd
MAZDA.NS,Mazda Limited
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited
MBAPL.NS,Madhya Bharat Agro Products Limited
MBEL.NS,M & B Engineering Limited
MBLINFRA.NS,Mbl Infrastructure Limited
MCL.NS,Madhav Copper Limited
MCLEODRUSS.NS,Mcleod Russel India Limited
MCLOUD.NS,Magellanic Cloud Limited
MCX.NS,Multi Commodity Exchange Of India Limited
MEDANTA.NS,Global Health Limited
MEDIASSIST.NS,Medi Assist Healthcare Services Limited
MEDICAMEQ.NS,Medicamen Biotech Limited
MEDICO.NS,Medico Remedies Limited
MEDPLUS.NS,Medplus Health Services Limited
MEESHO.NS,Meesho Limited
MEGASTAR.NS,Megastar Foods Limited
MEIL.NS,Mangal Electrical Industries Limited
MENONBE.NS,Menon Bearings Limited
MEP.NS,Mep Infrastructure Developers Limited
METROBRAND.NS,Metro Brands Limited
METROPOLIS.NS,Metropolis Healthcare Limited
MFML.NS,Mahalaxmi Fabric Mills Limited
MFSL.NS,Max Financial Services Limited
MGEL.NS,Mangalam Global Enterprise Limited
MGL.NS,Mahanagar Gas Limited
MHLXMIRU.NS,Mahalaxmi Rubtech Limited
MHRIL.NS,Mahindra Holidays & Resorts India Limited
MICEL.NS,Mic Electronics Limited
MIDHANI.NS,Mishra Dhatu Nigam Limited
MIDWESTLTD.NS,Midwest Limited
MINDACORP.NS,Minda Corporation Limited
MINDTECK.NS,Mindteck (India) Limited
MIRCELECTR.NS,Mirc Electronics Limited
MIRZAINT.NS,Mirza International Limited
MITCON.NS,Mitcon Consultancy & Engineering Services Limited
MITTAL.NS,Mittal Life Style Limited
MKPL.NS,M K Proteins Limited
MMFL.NS,Mm Forgings Limited
MMP.NS,Mmp Industries Limited
MMTC.NS,Mmtc Limited
MOBIKWIK.NS,One Mobikwik Systems Limited
MODINATUR.NS,Modi Naturals Limited
MODIRUBBER.NS,Modi Rubber Limited
MODIS.NS,Modis Navnirman Limited
MODISONLTD.NS,Modison Limited
MODTHREAD.NS,Modern Threads (India) Limited
MOHITIND.NS,Mohit Industries Limited
MOIL.NS,Moil Limited
MOKSH.NS,Moksh Ornaments Limited
MOL.NS,Meghmani Organics Limited
MOLDTECH.NS,Mold-Tek Technologies Limited
MOLDTKPAC.NS,Mold-Tek Packaging Limited
MONARCH.NS,Monarch Networth Capital Limited
MONEYBOXX.NS,Moneyboxx Finance Limited
MONTECARLO.NS,Monte Carlo Fashions Limited
MORARJEE.NS,Morarjee Textiles Limited
MOREPENLAB.NS,Morepen Laboratories Limited
MOSCHIP.NS,Moschip Technologies Limited
MOTHERSON.NS,Samvardhana Motherson International Limited
MOTILALOFS.NS,Motilal Oswal Financial Services Limited
MOTISONS.NS,Motisons Jewellers Limited
MOTOGENFIN.NS,The Motor & General Finance Limited
MPHASIS.NS,Mphasis Limited
MPSLTD.NS,Mps Limited
MRF.NS,Mrf Limited
MRPL.NS,Mangalore Refinery And Petrochemicals Limited
MSPL.NS,Msp Steel & Power Limited
MSTCLTD.NS,Mstc Limited
MSUMI.NS,Motherson Sumi Wiring India Limited
MTARTECH.NS,Mtar Technologies Limited
MTEDUCARE.NS,Mt Educare Limited
MTNL.NS,Mahanagar Telephone Nigam Limited
MUFIN.NS,Mufin Green Finance Limited
MUFTI.NS,Credo Brands Marketing Limited
MUKANDLTD.NS,Mukand Limited
MUKKA.NS,Mukka Proteins Limited
MUKTAARTS.NS,Mukta Arts Limited
MUNJALAU.NS,Munjal Auto Industries Limited
MUNJALSHOW.NS,Munjal Showa Limited
MURUDCERA.NS,Murudeshwar Ceramics Limited
MUTHOOTCAP.NS,Muthoot Capital Services Limited
MUTHOOTFIN.NS,Muthoot Finance Limited
MUTHOOTMF.NS,Muthoot Microfin Limited
MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited
MWL.NS,Mangalam Worldwide Limited
NACLIND.NS,Nacl Industries Limited
NAGAFERT.NS,Nagarjuna Fertilizers And Chemicals Limited
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP.NS,Nagreeka Exports Limited
NAHARCAP.NS,Nahar Capital And Financial Services Limited
NAHARINDUS.NS,Nahar Industrial Enterprises Limited
NAHARPOLY.NS,Nahar Poly Films Limited
NAHARSPING.NS,Nahar Spinning Mills Limited
NAM-INDIA.NS,Nippon Life India Asset Management Limited
NARMADA.NS,Narmada Agrobase Limited
NATCAPSUQ.NS,Natural Capsules Limited
NATCOPHARM.NS,Natco Pharma Limited
NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
NATIONALUM.NS,National Aluminium Company Limited
NAUKRI.NS,Info Edge (India) Limited
NAVA.NS,Nava Limited
NAVINFLUOR.NS,Navin Fluorine International Limited
NAVKARCORP.NS,Navkar Corporation Limited
NAVKARURB.NS,Navkar Urbanstructure Limited
NAVNETEDUL.NS,Navneet Education Limited
NAZARA.NS,Nazara Technologies Limited
NBCC.NS,Nbcc (India) Limited
NBIFIN.NS,N. B. I. Industrial Finance Company Limited
NCC.NS,Ncc Limited
NCLIND.NS,Ncl Industries Limited
NDGL.NS,Naga Dhunseri Group Limited
NDL.NS,Nandan Denim Limited
NDLVENTURE.NS,Ndl Ventures Limited
NDRAUTO.NS,Ndr Auto Components Limited
NDTV.NS,New Delhi Television Limited
NECCLTD.NS,North Eastern Carrying Corporation Limited
NECLIFE.NS,Nectar Lifesciences Limited
NELCAST.NS,Nelcast Limited
NELCO.NS,Nelco Limited
NEOGEN.NS,Neogen Chemicals Limited
NEPHROPLUS.NS,Nephrocare Health Services Limited
NESCO.NS,Nesco Limited
NESTLEIND.NS,Nestle India Limited
NETWEB.NS,Netweb Technologies India Limited
NETWORK18.NS,Network18 Media & Investments Limited
NEUEON.NS,Neueon Corporation Limited
NEULANDLAB.NS,Neuland Laboratories Limited
NEWGEN.NS,Newgen Software Technologies Limited
NEXTMEDIA.NS,Next Mediaworks Limited
NFL.NS,National Fertilizers Limited
NGIL.NS,Nakoda Group Of Industries Limited
NGLFINE.NS,Ngl Fine-Chem Limited
NH.NS,Narayana Hrudayalaya Ltd.
NHPC.NS,Nhpc Limited
NIACL.NS,The New India Assurance Company Limited
NIBE.NS,Nibe Limited
NIBL.NS,Nrb Industrial Bearings Limited
NIITLTD.NS,Niit Limited
NIITMTS.NS,Niit Learning Systems Limited
NILAINFRA.NS,Nila Infrastructures Limited
NILASPACES.NS,Nila Spaces Limited
NILKAMAL.NS,Nilkamal Limited
NINSYS.NS,Nintec Systems Limited
NIPPOBATRY.NS,Indo-National Limited
NIRAJ.NS,Niraj Cement Structurals Limited
NIRAJISPAT.NS,Niraj Ispat Industries Limited
NITCO.NS,Nitco Limited
NITINSPIN.NS,Nitin Spinners Limited
NITIRAJ.NS,Nitiraj Engineers Limited
NIVABUPA.NS,Niva Bupa Health Insurance Company Limited
NKIND.NS,Nk Industries Limited
NLCINDIA.NS,Nlc India Limited
NMDC.NS,Nmdc Limited
NOCIL.NS,Nocil Limited
NOIDATOLL.NS,Noida Toll Bridge Company Limited
NORBTEAEXP.NS,Norben Tea & Exports Limited
NORTHARC.NS,Northern Arc Capital Limited
NOVAAGRI.NS,Nova Agritech Limited
NPST.NS,Network People Services Technologies Limited
NRAIL.NS,N R Agarwal Industries Limited
NRBBEARING.NS,Nrb Bearing Limited
NRL.NS,Nupur Recyclers Limited
NSIL.NS,Nalwa Sons Investments Limited
NSLNISP.NS,Nmdc Steel Limited
NTPC.NS,Ntpc Limited
NTPCGREEN.NS,Ntpc Green Energy Limited
NUCLEUS.NS,Nucleus Software Exports Limited
NURECA.NS,Nureca Limited
NUVAMA.NS,Nuvama Wealth Management Limited
NUVOCO.NS,Nuvoco Vistas Corporation Limited
NYKAA.NS,Fsn E-Commerce Ventures Limited
OAL.NS,Oriental Aromatics Limited
OBCL.NS,Orissa Bengal Carrier Limited
OBEROIRLTY.NS,Oberoi Realty Limited
OCCLLTD.NS,Occl Limited
ODIGMA.NS,Odigma Consultancy Solutions Limited
OFSS.NS,Oracle Financial Services Software Limited
OIL.NS,Oil India Limited
OILCOUNTUB.NS,Oil Country Tubular Limited
OLAELEC.NS,Ola Electric Mobility Limited
OLECTRA.NS,Olectra Greentech Limited
OMAXAUTO.NS,Omax Autos Limited
OMAXE.NS,Omaxe Limited
OMFREIGHT.NS,Om Freight Forwarders Limited
OMINFRAL.NS,Om Infra Limited
OMKARCHEM.NS,Omkar Speciality Chemicals Limited
ONELIFECAP.NS,Onelife Capital Advisors Limited
ONEPOINT.NS,One Point One Solutions Limited
ONESOURCE.NS,Onesource Specialty Pharma Limited
ONGC.NS,Oil & Natural Gas Corporation Limited
ONMOBILE.NS,Onmobile Global Limited
ONWARDTEC.NS,Onward Technologies Limited
OPTIEMUS.NS,Optiemus Infracom Limited
ORBTEXP.NS,Orbit Exports Limited
ORCHASP.NS,Orchasp Limited
ORCHPHARMA.NS,Orchid Pharma Limited
ORICONENT.NS,Oricon Enterprises Limited
ORIENTALTL.NS,Oriental Trimex Limited
ORIENTBELL.NS,Orient Bell Limited
ORIENTCEM.NS,Orient Cement Limited
ORIENTCER.NS,Orient Ceratech Limited
ORIENTELEC.NS,Orient Electric Limited
ORIENTHOT.NS,Oriental Hotels Limited
ORIENTLTD.NS,Orient Press Limited
ORIENTPPR.NS,Orient Paper & Industries Limited
ORIENTTECH.NS,Orient Technologies Limited
ORISSAMINE.NS,The Orissa Minerals Development Company Limited
ORKLAINDIA.NS,Orkla India Limited
ORTEL.NS,Ortel Communications Limited
ORTINGLOBE.NS,Ortin Global Limited
OSIAHYPER.NS,Osia Hyper Retail Limited
OSWALAGRO.NS,Oswal Agro Mills Limited
OSWALGREEN.NS,Oswal Greentech Limited
OSWALPUMPS.NS,Oswal Pumps Limited
OSWALSEEDS.NS,Shreeoswal Seeds And Chemicals Limited
PACEDIGITK.NS,Pace Digitek Limited
PAGEIND.NS,Page Industries Limited
PAISALO.NS,Paisalo Digital Limited
PAKKA.NS,Pakka Limited
PALASHSECU.NS,Palash Securities Limited
PALREDTEC.NS,Palred Technologies Limited
PANACEABIO.NS,Panacea Biotec Limited
PANACHE.NS,Panache Digilife Limited
PANAMAPET.NS,Panama Petrochem Limited
PANSARI.NS,Pansari Developers Limited
PAR.NS,Par Drugs And Chemicals Limited
PARACABLES.NS,Paramount Communications Limited
PARADEEP.NS,Paradeep Phosphates Limited
PARAGMILK.NS,Parag Milk Foods Limited
PARAS.NS,Paras Defence And Space Technologies Limited
PARASPETRO.NS,Paras Petrofils Limited
PARKHOSPS.NS,Park Medi World Limited
PARKHOTELS.NS,Apeejay Surrendra Park Hotels Limited
PARSVNATH.NS,Parsvnath Developers Limited
PASHUPATI.NS,Pashupati Cotspin Limited
PASUPTAC.NS,Pasupati Acrylon Limited
PATANJALI.NS,Patanjali Foods Limited
PATELENG.NS,Patel Engineering Limited
PATELRMART.NS,Patel Retail Limited
PATINTLOG.NS,Patel Integrated Logistics Limited
PAUSHAKLTD.NS,Paushak Limited
PAVNAIND.NS,Pavna Industries Limited
PAYTM.NS,One 97 Communications Limited
PCBL.NS,Pcbl Chemical Limited
PCJEWELLER.NS,Pc Jeweller Limited
PDMJEPAPER.NS,Pudumjee Paper Products Limited
PDSL.NS,Pds Limited
PEARLPOLY.NS,Pearl Polymers Limited
PENIND.NS,Pennar Industries Limited
PENINLAND.NS,Peninsula Land Limited
PERSISTENT.NS,Persistent Systems Limited
PETRONET.NS,Petronet Lng Limited
PFC.NS,Power Finance Corporation Limited
PFIZER.NS,Pfizer Limited
PFOCUS.NS,Prime Focus Limited
PFS.NS,Ptc India Financial Services Limited
PGEL.NS,Pg Electroplast Limited
PGHH.NS,Procter & Gamble Hygiene And Health Care Limited
PGHL.NS,Procter & Gamble Health Limited
PGIL.NS,Pearl Global Industries Limited
PHOENIXLTD.NS,The Phoenix Mills Limited
PICCADIL.NS,Piccadily Agro Industries Limited
PIDILITIND.NS,Pidilite Industries Limited
PIGL.NS,Power & Instrumentation (Gujarat) Limited
PIIND.NS,Pi Industries Limited
PILANIINVS.NS,Pilani Investment And Industries Corporation Limited
PILITA.NS,Pil Italica Lifestyle Limited
PINELABS.NS,Pine Labs Limited
PIONEEREMB.NS,Pioneer Embroideries Limited
PIRAMALFIN.NS,Piramal Finance Limited
PITTIENG.NS,Pitti Engineering Limited
PIXTRANS.NS,Pix Transmissions Limited
PKTEA.NS,The Peria Karamalai Tea & Produce Company Limited
PLASTIBLEN.NS,Plastiblends India Limited
PLATIND.NS,Platinum Industries Limited
PLAZACABLE.NS,Plaza Wires Limited
PNB.NS,Punjab National Bank
PNBGILTS.NS,Pnb Gilts Limited
PNBHOUSING.NS,Pnb Housing Finance Limited
PNC.NS,Pritish Nandy Communications Limited
PNCINFRA.NS,Pnc Infratech Limited
PNGJL.NS,P N Gadgil Jewellers Limited
POCL.NS,Pondy Oxides & Chemicals Limited
PODDARMENT.NS,Poddar Pigments Limited
POKARNA.NS,Pokarna Limited
POLICYBZR.NS,Pb Fintech Limited
POLYCAB.NS,Polycab India Limited
POLYMED.NS,Poly Medicure Limited
POLYPLEX.NS,Polyplex Corporation Limited
PONNIERODE.NS,Ponni Sugars (Erode) Limited
POONAWALLA.NS,Poonawalla Fincorp Limited
POWERGRID.NS,Power Grid Corporation Of India Limited
POWERINDIA.NS,Hitachi Energy India Limited
POWERMECH.NS,Power Mech Projects Limited
PPAP.NS,Ppap Automotive Limited
PPL.NS,Prakash Pipes Limited
PPLPHARMA.NS,Piramal Pharma Limited
PRABHA.NS,Prabha Energy Limited
PRAENG.NS,Prajay Engineers Syndicate Limited
PRAJIND.NS,Praj Industries Limited
PRAKASH.NS,Prakash Industries Limited
PRAKASHSTL.NS,Prakash Steelage Limited
PRAXIS.NS,Praxis Home Retail Limited
PRECAM.NS,Precision Camshafts Limited
PRECOT.NS,Precot Limited
PRECWIRE.NS,Precision Wires India Limited
PREMEXPLN.NS,Premier Explosives Limited
PREMIER.NS,Premier Limited
PREMIERENE.NS,Premier Energies Limited
PREMIERPOL.NS,Premier Polyfilm Limited
PRESTIGE.NS,Prestige Estates Projects Limited
PRICOLLTD.NS,Pricol Limited
PRIMESECU.NS,Prime Securities Limited
PRIMO.NS,Primo Chemicals Limited
PRINCEPIPE.NS,Prince Pipes And Fittings Limited
PRITI.NS,Priti International Limited
PRITIKAUTO.NS,Pritika Auto Industries Limited
PRIVISCL.NS,Privi Speciality Chemicals Limited
PROSTARM.NS,Prostarm Info Systems Limited
PROTEAN.NS,Protean Egov Technologies Limited
PROZONER.NS,Prozone Realty Limited
PRSMJOHNSN.NS,Prism Johnson Limited
PRUDENT.NS,Prudent Corporate Advisory Services Limited
PRUDMOULI.NS,Prudential Sugar Corporation Limited
PSB.NS,Punjab & Sind Bank
PSPPROJECT.NS,Psp Projects Limited
PTC.NS,Ptc India Limited
PTCIL.NS,Ptc Industries Limited
PTL.NS,Ptl Enterprises Limited
PUNJABCHEM.NS,Punjab Chemicals & Crop Protection Limited
PURVA.NS,Puravankara Limited
PVP.NS,Pvp Ventures Limited
PVRINOX.NS,Pvr Inox Limited
PVSL.NS,Popular Vehicles And Services Limited
PWL.NS,Physicswallah Limited
PYRAMID.NS,Pyramid Technoplast Limited
QPOWER.NS,Quality Power Electrical Equipments Limited
QUADFUTURE.NS,Quadrant Future Tek Limited
QUESS.NS,Quess Corp Limited
QUICKHEAL.NS,Quick Heal Technologies Limited
QUINTEGRA.NS,Quintegra Solutions Limited
RACE.NS,Race Eco Chain Limited
RACLGEAR.NS,Racl Geartech Limited
RADAAN.NS,Radaan Mediaworks India Limited
RADHIKAJWE.NS,Radhika Jeweltech Limited
RADIANTCMS.NS,Radiant Cash Management Services Limited
RADICO.NS,Radico Khaitan Limited
RADIOCITY.NS,Music Broadcast Limited
RAILTEL.NS,Railtel Corporation Of India Limited
RAIN.NS,Rain Industries Limited
RAINBOW.NS,Rainbow Childrens Medicare Limited
RAJESHEXPO.NS,Rajesh Exports Limited
RAJMET.NS,Rajnandini Metal Limited
RAJOOENG.NS,Rajoo Engineers Limited
RAJRATAN.NS,Rajratan Global Wire Limited
RAJRILTD.NS,Raj Rayon Industries Limited
RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited
RAJTV.NS,Raj Television Network Limited
RAJVIR.NS,Rajvir Industries Limited
RALLIS.NS,Rallis India Limited
RAMANEWS.NS,Shree Rama Newsprint Limited
RAMAPHO.NS,Rama Phosphates Limited
RAMASTEEL.NS,Rama Steel Tubes Limited
RAMCOCEM.NS,The Ramco Cements Limited
RAMCOIND.NS,Ramco Industries Limited
RAMCOSYS.NS,Ramco Systems Limited
RAMKY.NS,Ramky Infrastructure Limited
RAMRAT.NS,Ram Ratna Wires Limited
RANASUG.NS,Rana Sugars Limited
RANEHOLDIN.NS,Rane Holdings Limited
RATEGAIN.NS,Rategain Travel Technologies Limited
RATNAMANI.NS,Ratnamani Metals & Tubes Limited
RATNAVEER.NS,Ratnaveer Precision Engineering Limited
RAYMOND.NS,Raymond Limited
RAYMONDLSL.NS,Raymond Lifestyle Limited
RAYMONDREL.NS,Raymond Realty Limited
RBA.NS,Restaurant Brands Asia Limited
RBLBANK.NS,Rbl Bank Limited
RBZJEWEL.NS,Rbz Jewellers Limited
RCF.NS,Rashtriya Chemicals And Fertilizers Limited
RCOM.NS,Reliance Communications Limited
RECLTD.NS,Rec Limited
REDINGTON.NS,Redington Limited
REDTAPE.NS,Redtape Limited
REFEX.NS,Refex Industries Limited
REGAAL.NS,Regaal Resources Limited
REGENCERAM.NS,Regency Ceramics Limited
RELAXO.NS,Relaxo Footwears Limited
RELCHEMQ.NS,Reliance Chemotex Industries Limited
RELIABLE.NS,Reliable Data Services Limited
RELIANCE.NS,Reliance Industries Limited
RELIGARE.NS,Religare Enterprises Limited
RELINFRA.NS,Reliance Infrastructure Limited
RELTD.NS,Ravindra Energy Limited
REMSONSIND.NS,Remsons Industries Limited
RENUKA.NS,Shree Renuka Sugars Limited
REPCOHOME.NS,Repco Home Finance Limited
REPL.NS,Rudrabhishek Enterprises Limited
REPRO.NS,Repro India Limited
RESPONIND.NS,Responsive Industries Limited
RETAIL.NS,Jhs Svendgaard Retail Ventures Limited
RGL.NS,Renaissance Global Limited
RHETAN.NS,Rhetan Tmt Limited
RHFL.NS,Reliance Home Finance Limited
RHIM.NS,Rhi Magnesita India Limited
RHL.NS,Robust Hotels Limited
RICOAUTO.NS,Rico Auto Industries Limited
RIIL.NS,Reliance Industrial Infrastructure Limited
RISHABH.NS,Rishabh Instruments Limited
RITCO.NS,Ritco Logistics Limited
RITES.NS,Rites Limited
RKDL.NS,Ravi Kumar Distilleries Limited
RKEC.NS,Rkec Projects Limited
RKFORGE.NS,Ramkrishna Forgings Limited
RKSWAMY.NS,R K Swamy Limited
RMDRIP.NS,R M Drip And Sprinklers Systems Limited
RML.NS,Rane (Madras) Limited
RNBDENIMS.NS,R&B Denims Limited
ROHLTD.NS,Royal Orchid Hotels Limited
ROLEXRINGS.NS,Rolex Rings Limited
ROLLT.NS,Rollatainers Limited
ROML.NS,Raj Oil Mills Limited
ROSSARI.NS,Rossari Biotech Limited
ROSSELLIND.NS,Rossell India Limited
ROSSTECH.NS,Rossell Techsys Limited
ROTO.NS,Roto Pumps Limited
ROUTE.NS,Route Mobile Limited
RPEL.NS,Raghav Productivity Enhancers Limited
RPGLIFE.NS,Rpg Life Sciences Limited
RPOWER.NS,Reliance Power Limited
RPPINFRA.NS,R.P.P. Infra Projects Limited
RPPL.NS,Rajshree Polypack Limited
RPSGVENT.NS,Rpsg Ventures Limited
RPTECH.NS,Rashi Peripherals Limited
RRKABEL.NS,R R Kabel Limited
RSSOFTWARE.NS,R. S. Software (India) Limited
RSWM.NS,Rswm Limited
RSYSTEMS.NS,R Systems International Limited
RTNINDIA.NS,Rattanindia Enterprises Limited
RTNPOWER.NS,Rattanindia Power Limited
RUBFILA.NS,Rubfila International Limited
RUBICON.NS,Rubicon Research Limited
RUBYMILLS.NS,The Ruby Mills Limited
RUCHINFRA.NS,Ruchi Infrastructure Limited
RUCHIRA.NS,Ruchira Papers Limited
RUDRA.NS,Rudra Global Infra Products Limited
RUPA.NS,Rupa & Company Limited
RUSHIL.NS,Rushil Decor Limited
RUSTOMJEE.NS,Keystone Realtors Limited
RVHL.NS,Ravinder Heights Limited
RVNL.NS,Rail Vikas Nigam Limited
RVTH.NS,Revathi Equipment India Limited
S&SPOWER.NS,S&S Power Switchgears Limited
SAATVIKGL.NS,Saatvik Green Energy Limited
SABEVENTS.NS,Sab Events & Governance Now Media Limited
SABTNL.NS,Sri Adhikari Brothers Television Network Limited
SADBHAV.NS,Sadbhav Engineering Limited
SADBHIN.NS,Sadbhav Infrastructure Project Limited
SADHNANIQ.NS,Sadhana Nitrochem Limited
SAFARI.NS,Safari Industries (India) Limited
SAGARDEEP.NS,Sagardeep Alloys Limited
SAGCEM.NS,Sagar Cements Limited
SAGILITY.NS,Sagility Limited
SAHYADRI.NS,Sahyadri Industries Limited
SAIL.NS,Steel Authority Of India Limited
SAILIFE.NS,Sai Life Sciences Limited
SAKAR.NS,Sakar Healthcare Limited
SAKHTISUG.NS,Sakthi Sugars Limited
SAKSOFT.NS,Saksoft Limited
SAKUMA.NS,Sakuma Exports Limited
SALASAR.NS,Salasar Techno Engineering Limited
SALONA.NS,Salona Cotspin Limited
SALSTEEL.NS,S.A.L. Steel Limited
SALZERELEC.NS,Salzer Electronics Limited
SAMBHAAV.NS,Sambhaav Media Limited
SAMBHV.NS,Sambhv Steel Tubes Limited
SAMHI.NS,Samhi Hotels Limited
SAMMAANCAP.NS,Sammaan Capital Limited
SAMPANN.NS,Sampann Utpadan India Limited
SANATHAN.NS,Sanathan Textiles Limited
SANCO.NS,Sanco Industries Limited
SANDESH.NS,The Sandesh Limited
SANDHAR.NS,Sandhar Technologies Limited
SANDUMA.NS,Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,Sangam (India) Limited
SANGHIIND.NS,Sanghi Industries Limited
SANGHVIMOV.NS,Sanghvi Movers Limited
SANGINITA.NS,Sanginita Chemicals Limited
SANOFI.NS,Sanofi India Limited
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited
SANSERA.NS,Sansera Engineering Limited
SANSTAR.NS,Sanstar Limited
SANWARIA.NS,Sanwaria Consumer Limited
SAPPHIRE.NS,Sapphire Foods India Limited
SARDAEN.NS,Sarda Energy & Minerals Limited
SAREGAMA.NS,Saregama India Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
SARVESHWAR.NS,Sarveshwar Foods Limited
SASKEN.NS,Sasken Technologies Limited
SASTASUNDR.NS,Sastasundar Ventures Limited
SATIA.NS,Satia Industries Limited
SATIN.NS,Satin Creditcare Network Limited
SAURASHCEM.NS,Saurashtra Cement Limited
SBC.NS,Sbc Exports Limited
SBCL.NS,Shivalik Bimetal Controls Limited
SBFC.NS,Sbfc Finance Limited
SBGLP.NS,Suratwwala Business Group Limited
SBICARD.NS,Sbi Cards And Payment Services Limited
SBILIFE.NS,Sbi Life Insurance Company Limited
SBIN.NS,State Bank Of India
SCHAEFFLER.NS,Schaeffler India Limited
SCHAND.NS,S Chand And Company Limited
SCHNEIDER.NS,Schneider Electric Infrastructure Limited
SCI.NS,Shipping Corporation Of India Limited
SCILAL.NS,Shipping Corporation Of India Land And Assets Limited
SCODATUBES.NS,Scoda Tubes Limited
SCPL.NS,Sheetal Cool Products Limited
SDBL.NS,Som Distilleries & Breweries Limited
SEAMECLTD.NS,Seamec Limited
SECMARK.NS,Secmark Consultancy Limited
SECURKLOUD.NS,Securekloud Technologies Limited
SEJALLTD.NS,Sejal Glass Limited
SELMC.NS,Sel Manufacturing Company Limited
SEMAC.NS,Semac Construction Limited
SENCO.NS,Senco Gold Limited
SENORES.NS,Senores Pharmaceuticals Limited
SEPC.NS,Sepc Limited
SERVOTECH.NS,Servotech Renewable Power System Limited
SESHAPAPER.NS,Seshasayee Paper And Boards Limited
SETCO.NS,Setco Automotive Limited
SETL.NS,Standard Engineering Technology Limited
SETUINFRA.NS,Setubandhan Infrastructure Limited
SEYAIND.NS,Seya Industries Limited
SFL.NS,Sheela Foam Limited
SGFIN.NS,Sg Finserve Limited
SGIL.NS,Synergy Green Industries Limited
SGL.NS,Stl Global Limited
SGMART.NS,Sg Mart Limited
SHADOWFAX.NS,Shadowfax Technologies Limited
SHAH.NS,Shah Metacorp Limited
SHAHALLOYS.NS,Shah Alloys Limited
SHAILY.NS,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
SHALBY.NS,Shalby Limited
SHALPAINTS.NS,Shalimar Paints Limited
SHANKARA.NS,Shankara Building Products Limited
SHANTI.NS,Shanti Overseas (India) Limited
SHANTIGEAR.NS,Shanthi Gears Limited
SHANTIGOLD.NS,Shanti Gold International Limited
SHARDACROP.NS,Sharda Cropchem Limited
SHARDAMOTR.NS,Sharda Motor Industries Limited
SHAREINDIA.NS,Share India Securities Limited
SHEKHAWATI.NS,Shekhawati Industries Limited
SHEMAROO.NS,Shemaroo Entertainment Limited
SHILCTECH.NS,Shilchar Technologies Limited
SHILPAMED.NS,Shilpa Medicare Limited
SHIVALIK.NS,Shivalik Rasayan Limited
SHIVAMAUTO.NS,Shivam Autotech Limited
SHIVAMILLS.NS,Shiva Mills Limited
SHIVATEX.NS,Shiva Texyarn Limited
SHIVAUM.NS,Shiv Aum Steels Limited
SHK.NS,S H Kelkar And Company Limited
SHOPERSTOP.NS,Shoppers Stop Limited
SHRADHA.NS,Shradha Infraprojects Limited
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
SHREECEM.NS,Shree Cement Limited
SHREEJISPG.NS,Shreeji Shipping Global Limited
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SHRENIK.NS,Shrenik Limited
SHREYANIND.NS,Shreyans Industries Limited
SHRINGARMS.NS,Shringar House Of Mangalsutra Limited
SHRIPISTON.NS,Shriram Pistons & Rings Limited
SHRIRAMFIN.NS,Shriram Finance Limited
